username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TotalTrafficDFW;2018-11-26 17:37;0;0;"Accident . exit blocked in #GrandPrairie on 20 EB at FM 1382, stop and go traffic back to Hwy 161 Bush Tnpke, delay of 7 mins #DFWTraffic";;;#GrandPrairie #DFWTraffic;"1067200609642790912";https://twitter.com/TotalTrafficDFW/status/1067200609642790912
dfrtraffic;2018-11-26 17:28;0;0;"Motor Vehicle Accident | DIXIE LN / ASH CREEK DR | https:// goo.gl/UBsRbp | EN31 | 310016 | 17:28 | C";;;;"1067198320513142785";https://twitter.com/dfrtraffic/status/1067198320513142785
dfrtraffic;2018-11-26 17:28;0;0;"Motor Vehicle Accident | RACINE DR / DEERWOOD DR | https:// goo.gl/Geitfy | EN40 | 460293 | 17:28 | C";;;;"1067198316880908288";https://twitter.com/dfrtraffic/status/1067198316880908288
TotalTrafficDFW;2018-11-26 17:25;0;0;"Accident , right lane blocked in #Dallas on 20 WB at Houston School Rd, stop and go traffic back to 45, delay of 14 mins #DFWTraffic";;;#Dallas #DFWTraffic;"1067197792865710081";https://twitter.com/TotalTrafficDFW/status/1067197792865710081
TotalTrafficDFW;2018-11-26 17:21;0;0;"Accident cleared in #Irving on 114 EB at Bush Tnpke, stop and go traffic back to Belt Line Rd, delay of 5 mins #DFWTraffic";;;#Irving #DFWTraffic;"1067196697099550720";https://twitter.com/TotalTrafficDFW/status/1067196697099550720
dfrtraffic;2018-11-26 17:18;0;0;"Motor Vehicle Accident | 11500 FERGUSON RD | https:// goo.gl/cOQJA5 | EN39 | 390898 | 17:18 | C";;;;"1067195805138804736";https://twitter.com/dfrtraffic/status/1067195805138804736
thejfuentes;2018-11-26 17:12;0;0;"Woke up from a nap to an accident right in my yard, had another one happen two days ago.. these people really gotta pay attention while driving. Phones down, eyes on the road!";;;;"1067194362847813632";https://twitter.com/thejfuentes/status/1067194362847813632
TotalTrafficDFW;2018-11-26 17:10;0;0;"Accident cleared in #Dallas on 635 LBJ Fwy EB at Greenville Ave, stop and go traffic back to Coit Rd HOV Ln entrance, delay of 7 mins";;;#Dallas;"1067193935351685120";https://twitter.com/TotalTrafficDFW/status/1067193935351685120
dfrtraffic;2018-11-26 17:08;0;0;"Motor Vehicle Accident | L B J FWY WB / S R L THORNTON FWY SB | https:// goo.gl/P618pJ | EN46 | 460261 | 17:08 | C";;;;"1067193284693348353";https://twitter.com/dfrtraffic/status/1067193284693348353
BlairBookProj;2018-11-26 17:04;0;0;"Haha it’s another streaming site. I found the app by accident . He’s in a small gang of his friends that are trying to pull off a heist of a truck filled with gold bars. It’s really funny.";;;;"1067192497120706560";https://twitter.com/BlairBookProj/status/1067192497120706560
TotalTrafficDFW;2018-11-26 17:03;0;0;"Accident . hov lane blocked in #Irving on 114 EB at Bush Tnpke, stop and go traffic back to Belt Line Rd, delay of 5 mins #DFWTraffic";;;#Irving #DFWTraffic;"1067192100830281728";https://twitter.com/TotalTrafficDFW/status/1067192100830281728
TotalTrafficDFW;2018-11-26 16:58;0;0;"Accident cleared in #GrandPrairie on 360 SB at Brown Blvd, stop and go traffic back to Carrier Pky, delay of 1 min #DFWTraffic";;;#GrandPrairie #DFWTraffic;"1067190898805678081";https://twitter.com/TotalTrafficDFW/status/1067190898805678081
dfrtraffic;2018-11-26 16:58;0;0;"Motor Vehicle Accident | N JIM MILLER RD / MILITARY PKWY | https:// goo.gl/vhr6Rr | EN32 | 320054 | 16:58 | C";;;;"1067190770141020160";https://twitter.com/dfrtraffic/status/1067190770141020160
TotalTrafficDFW;2018-11-26 16:57;0;0;"Accident , left lane blocked in #Dallas on 635 LBJ Fwy EB at Greenville Ave, stop and go traffic back to Coit Rd HOV Ln entrance #DFWTraffic";;;#Dallas #DFWTraffic;"1067190751510102017";https://twitter.com/TotalTrafficDFW/status/1067190751510102017
TotalTrafficDFW;2018-11-26 16:57;0;0;"Accident , right lane blocked in #Dallas on 635 LBJ Fwy EB at Greenville Ave, stop and go traffic back to Coit Rd HOV Ln entrance #DFWTraffic";;;#Dallas #DFWTraffic;"1067190598195658752";https://twitter.com/TotalTrafficDFW/status/1067190598195658752
Action_Chiro;2018-11-26 16:46;0;1;"If you are injured in a car accident , having the appropriate team of medical providers assigned to your care is essential. Having the appropriate quarterback running said team is CRUCIAL.... https://www. facebook.com/permalink.php? story_fbid=2214171801938941&id=257973584225449 …";;;;"1067187806131367936";https://twitter.com/Action_Chiro/status/1067187806131367936
TotalTrafficDFW;2018-11-26 16:44;0;0;"Accident cleared in #GrandPrairie on Hwy 161 Bush Tnpke SB at W Marshall Dr, stop and go traffic back to W Jefferson St, delay of 3 mins";;;#GrandPrairie;"1067187358964088832";https://twitter.com/TotalTrafficDFW/status/1067187358964088832
dfrtraffic;2018-11-26 16:38;0;0;"Motor Vehicle Accident | N STEMMONS ACRD NB / WALNUT HILL LN | https:// goo.gl/4xS3av | EN35 | 470350 | 16:38 | C";;;;"1067185741988384768";https://twitter.com/dfrtraffic/status/1067185741988384768
dfrtraffic;2018-11-26 16:38;0;0;"Motor Vehicle Accident | S COCKRELL HILL RD / SUN VALLEY DR | https:// goo.gl/Cqj3wr | EN49 | 400421 | 16:38 | C";;;;"1067185737366261760";https://twitter.com/dfrtraffic/status/1067185737366261760
TotalTrafficDFW;2018-11-26 16:30;0;0;"Accident in #GrandPrairie on Hwy 161 Bush Tnpke SB at W Marshall Dr, stop and go traffic back to W Jefferson St, delay of 3 mins #DFWTraffic";;;#GrandPrairie #DFWTraffic;"1067183781835128832";https://twitter.com/TotalTrafficDFW/status/1067183781835128832
dfrtraffic;2018-11-26 16:28;0;0;"Motor Vehicle Accident | 900 W CAMP WISDOM RD | https:// goo.gl/vWj2Ss | EN49 | 460304 | 16:28 | C";;;;"1067183221786370048";https://twitter.com/dfrtraffic/status/1067183221786370048
dfrtraffic;2018-11-26 16:28;0;0;"Motor Vehicle Accident | W Clarendon Dr / S Zang Blvd | https:// goo.gl/K4SB6W | EN33 | 330072 | 16:28 | C";;;;"1067183218074349568";https://twitter.com/dfrtraffic/status/1067183218074349568
TotalTrafficDFW;2018-11-26 16:27;0;0;"Accident cleared in #Dallas on 75 SB at Woodall Rogers Frwy, stop and go traffic back to NW Hwy, delay of 14 mins #DFWTraffic";;;#Dallas #DFWTraffic;"1067183049769713670";https://twitter.com/TotalTrafficDFW/status/1067183049769713670
literarylyla;2018-11-26 16:26;0;1;"ah oh no this is me too ;_; proud of you for keeping calm and so sorry the accident happened. i'm glad everyone is okay, tho!";;;;"1067182911466688512";https://twitter.com/literarylyla/status/1067182911466688512
dpdcentral;2018-11-26 16:21;0;0;"Central Division responding to '7X - Major Accident ' at 5300 blk E Mockingbird Ln | Beat 141 | https:// goo.gl/752hUp | 16:16";;;;"1067181459000061953";https://twitter.com/dpdcentral/status/1067181459000061953
TotalTrafficDFW;2018-11-26 16:20;0;0;"Accident cleared in #Richardson on 75 NB at Spg Vly Rd, stop and go traffic back to 635 Lbj Frwy, delay of 5 mins #DFWTraffic";;;#Richardson #DFWTraffic;"1067181407976460289";https://twitter.com/TotalTrafficDFW/status/1067181407976460289
TotalTrafficDFW;2018-11-26 16:19;0;1;"Accident . only the right lane getting through in #Dallas on 75 SB at Woodall Rogers Frwy, stopped traffic back to NW Hwy, delay of 40 mins";;;#Dallas;"1067180987371712512";https://twitter.com/TotalTrafficDFW/status/1067180987371712512
dfrtraffic;2018-11-26 16:18;0;0;"Motor Vehicle Accident | L B J Fwy Eb / Josey Ln | https:// goo.gl/xch6h9 | EN30 | 300183 | 16:18 | C";;;;"1067180702586695680";https://twitter.com/dfrtraffic/status/1067180702586695680
suddhaa;2018-11-26 16:11;0;0;"i wish bank of america would waiver my late fee. it was an accident ! it is my first late fee ever. i’m sad.";;;;"1067179032050057217";https://twitter.com/suddhaa/status/1067179032050057217
TotalTrafficDFW;2018-11-26 16:10;0;0;"Accident . only the right lane getting through in #Dallas on 75 SB at Woodall Rogers Frwy, stopped traffic back to Lovers Ln #DFWTraffic";;;#Dallas #DFWTraffic;"1067178774393958401";https://twitter.com/TotalTrafficDFW/status/1067178774393958401
dfrtraffic;2018-11-26 16:08;0;0;"Motor Vehicle Accident | 2900 W CAMP WISDOM RD | https:// goo.gl/cP6vj2 | EN40 | 490002 | 16:08 | C";;;;"1067178191201099783";https://twitter.com/dfrtraffic/status/1067178191201099783
dfrtraffic;2018-11-26 16:08;0;0;"Motor Vehicle Accident | 5300 E Mockingbird Ln | https:// goo.gl/752hUp | EN08 | 370004 | 16:08 | C";;;;"1067178186922840064";https://twitter.com/dfrtraffic/status/1067178186922840064
dpdcentral;2018-11-26 16:04;0;0;"Central Division responding to '7XF - Major Accident Freeway' at 2000 blk N Central Expy Sb | Beat 132 | https:// goo.gl/T4QcaF | 16:01";;;;"1067177179975344128";https://twitter.com/dpdcentral/status/1067177179975344128
TotalTrafficDFW;2018-11-26 15:50;0;0;"Accident cleared in #Richardson on 75 NB at Galatyn Pkwy, stop and go traffic back to N Collins Blvd, delay of 3 mins #DFWTraffic";;;#Richardson #DFWTraffic;"1067173901095055361";https://twitter.com/TotalTrafficDFW/status/1067173901095055361
dfrtraffic;2018-11-26 15:48;0;0;"Motor Vehicle Accident | 400 N I 45 Expy Sb | https:// goo.gl/T9DafM | EN03 | 030004 | 15:48 | C";;;;"1067173152763965440";https://twitter.com/dfrtraffic/status/1067173152763965440
TotalTrafficDFW;2018-11-26 15:46;1;2;"Accident . right shoulder blocked in #Richardson on 75 NB at Spg Vly Rd, stop and go traffic back to 635 Lbj Frwy, delay of 5 mins";;;#Richardson;"1067172716787175426";https://twitter.com/TotalTrafficDFW/status/1067172716787175426
TotalTrafficDFW;2018-11-26 15:45;0;1;"Accident , right lane blocked in #Richardson on 75 NB at Galatyn Pkwy, stop and go traffic back to N Collins Blvd, delay of 3 mins";;;#Richardson;"1067172414751150080";https://twitter.com/TotalTrafficDFW/status/1067172414751150080
dfrtraffic;2018-11-26 15:28;0;0;"Motor Vehicle Accident | 700 W ILLINOIS AVE | https:// goo.gl/Y0vsf8 | EN15 | 330044 | 15:28 | C";;;;"1067168117795647489";https://twitter.com/dfrtraffic/status/1067168117795647489
J0W1PiM3N731;2018-11-26 15:26;0;4;"tell me WHY when i was walking home some people were in front of me and walking slow which made me walk directly eight behind them by accident bc im a fast walker and one of them turn and go “are you following us?” like are u shitting me smskeksk+";;;;"1067167831178047488";https://twitter.com/J0W1PiM3N731/status/1067167831178047488
dpdcentral;2018-11-26 15:21;0;0;"Central Division responding to '07 - Minor Accident ' at S Beacon St / Lindsley Ave | Beat 113 | https:// goo.gl/53DuAz | 15:16";;;;"1067166358524153856";https://twitter.com/dpdcentral/status/1067166358524153856
dfrtraffic;2018-11-26 15:18;0;0;"Motor Vehicle Accident | HUDSPETH AVE / GARRISON ST | https:// goo.gl/exxqQ6 | EN38 | 380028 | 15:18 | C";;;;"1067165605441167362";https://twitter.com/dfrtraffic/status/1067165605441167362
dfrtraffic;2018-11-26 15:08;0;0;"Motor Vehicle Accident | WALNUT HILL LN / N CENTRAL SERV NB | https:// goo.gl/4eyL8Y | EN37 | 370080 | 15:08 | C";;;;"1067163095062142977";https://twitter.com/dfrtraffic/status/1067163095062142977
dfrtraffic;2018-11-26 15:08;0;0;"Motor Vehicle Accident | 12200 Coit Rd | https:// goo.gl/NVTtj4 | EN22 | 220027 | 15:08 | C";;;;"1067163092528680962";https://twitter.com/dfrtraffic/status/1067163092528680962
dfrtraffic;2018-11-26 15:08;0;0;"Motor Vehicle Accident | PRESTON RD / LLOYD DR | https:// goo.gl/EuVkRS | EN13 | 130306 | 15:08 | C";;;;"1067163088703520768";https://twitter.com/dfrtraffic/status/1067163088703520768
cmissimo;2018-11-26 14:59;0;0;"No power armor thankfully. Total accident . Such a weird dream. He's a major contributor to why I began streaming in the first place.";;;;"1067160970643103744";https://twitter.com/cmissimo/status/1067160970643103744
TotalTrafficDFW;2018-11-26 14:53;0;0;"Accident , right lane blocked in #GrandPrairie on 360 SB at Brown Blvd, stop and go traffic back to Carrier Pky, delay of 1 min #DFWTraffic";;;#GrandPrairie #DFWTraffic;"1067159387360411648";https://twitter.com/TotalTrafficDFW/status/1067159387360411648
kapil_g1;2018-11-26 14:43;0;0;"@RootHelps @joinroot more than 21 days since car accident . Car sitting at collision center - they sent damage estimate 10 days ago, but Unable to reach adjuster or customer service on next steps via email/phone. Maybe on vacation due to thanksgiving. Please help resolve.";;@RootHelps @joinroot;;"1067156806147936273";https://twitter.com/kapil_g1/status/1067156806147936273
dfrtraffic;2018-11-26 14:38;0;0;"Motor Vehicle Accident | Cromwell Dr / Royal Ln | https:// goo.gl/OMUHlY | EN02 | 300106 | 14:38 | C";;;;"1067155538054508544";https://twitter.com/dfrtraffic/status/1067155538054508544
dfrtraffic;2018-11-26 14:28;0;0;"Motor Vehicle Accident | W Northwest Hwy / Chapel Valley Rd | https:// goo.gl/faJdJg | EN35 | 210029 | 14:28 | C";;;;"1067153021405024256";https://twitter.com/dfrtraffic/status/1067153021405024256
dfrtraffic;2018-11-26 14:18;0;0;"Motor Vehicle Accident | AUDELIA RD / WALNUT ST | https:// goo.gl/s2Mvnx | EN29 | 290040 | 14:18 | C";;;;"1067150509474107399";https://twitter.com/dfrtraffic/status/1067150509474107399
DEAD_PREZ_BEATS;2018-11-26 14:10;0;1;"I want to send a special prayer out to Paul Wall, last night he was involved in a serious car accident and was able to walk away from it, He also had Lil Paul with him (his son) Thanks to… https://www. instagram.com/p/BqqA5sBgsPy/ ?utm_source=ig_twitter_share&igshid=1idyttwwzoekd …";;;;"1067148715989831681";https://twitter.com/DEAD_PREZ_BEATS/status/1067148715989831681
dpdcentral;2018-11-26 14:09;0;0;"Central Division responding to '7X - Major Accident ' at Live Oak St / N Harwood St | Beat 132 | https:// goo.gl/pRGj09 | 14:05";;;;"1067148241047715840";https://twitter.com/dpdcentral/status/1067148241047715840
CiscoEagle;2018-11-26 13:54;0;0;"We review how to reduce collision accidents near shipping/receiving areas http:// bit.ly/2Bz8x76";;;;"1067144512651186177";https://twitter.com/CiscoEagle/status/1067144512651186177
dpdcentral;2018-11-26 13:41;0;0;"Central Division responding to '7X - Major Accident ' at Tenison Pkwy / East Grand Ave | Beat 111 | https:// goo.gl/Nyqqr6 | 13:36";;;;"1067141195766280192";https://twitter.com/dpdcentral/status/1067141195766280192
dfrtraffic;2018-11-26 13:28;0;0;"Motor Vehicle Accident | 0 EAST GRAND AVE / TENISON PKWY | https:// goo.gl/Yehqd7 | EN19 | 190033 | 13:28 | C";;;;"1067137921784807424";https://twitter.com/dfrtraffic/status/1067137921784807424
TotalTrafficDFW;2018-11-26 13:17;0;0;"Accident cleared in #Dallas on 635 LBJ Fwy EB at Greenville Ave, stop and go traffic back to T I Blvd, delay of 2 mins #DFWTraffic";;;#Dallas #DFWTraffic;"1067135215317991425";https://twitter.com/TotalTrafficDFW/status/1067135215317991425
_carefreecaro;2018-11-26 13:00;0;0;"I got black out drunk, drove to Dallas instead of coming home on accident and left my card at the bar Fuck";;;;"1067130896942329858";https://twitter.com/_carefreecaro/status/1067130896942329858
TotalTrafficDFW;2018-11-26 12:52;0;0;"Accident . only the left lane getting by in #Dallas on 635 LBJ Fwy EB at Greenville Ave, stop and go traffic back to T I Blvd #DFWTraffic";;;#Dallas #DFWTraffic;"1067129081513299976";https://twitter.com/TotalTrafficDFW/status/1067129081513299976
jayxvt;2018-11-26 12:52;0;4;"you meet no one by accident";;;;"1067129001032994817";https://twitter.com/jayxvt/status/1067129001032994817
TotalTrafficDFW;2018-11-26 12:51;0;0;"Accident cleared in #Arlington on 20 EB at Bowen Rd, stop and go traffic back to Park Springs Blvd, delay of 3 mins #DFWTraffic";;;#Arlington #DFWTraffic;"1067128678809780225";https://twitter.com/TotalTrafficDFW/status/1067128678809780225
TotalTrafficDFW;2018-11-26 12:48;0;0;"Accident , right lane blocked in #Dallas on 635 LBJ Fwy EB at Greenville Ave, stop and go traffic back to T I Blvd, delay of 4 mins";;;#Dallas;"1067127878012346368";https://twitter.com/TotalTrafficDFW/status/1067127878012346368
dfrtraffic;2018-11-26 12:48;0;0;"Motor Vehicle Accident | JUPITER RD / MCCREE RD | https:// goo.gl/UxegFX | EN48 | 480069 | 12:48 | C";;;;"1067127852837957633";https://twitter.com/dfrtraffic/status/1067127852837957633
marieeekaylaa;2018-11-26 12:46;4;70;"bro really!! i’ve only been in 8 accidents and people are scared to get in my car.. i’ll never understand. https:// twitter.com/sarahqt_/statu s/1066494910029811713 …";;;;"1067127414281707525";https://twitter.com/marieeekaylaa/status/1067127414281707525
stromio1;2018-11-26 12:42;0;1;"Freak accident and Black mass waiting for you and goldie bruh...";;;;"1067126487168557061";https://twitter.com/stromio1/status/1067126487168557061
dfrtraffic;2018-11-26 12:38;0;0;"Motor Vehicle Accident | L B J SERV EB / MONTFORT DR | https:// goo.gl/onDX72 | EN20 | 200035 | 12:38 | C";;;;"1067125337710948352";https://twitter.com/dfrtraffic/status/1067125337710948352
dpdcentral;2018-11-26 12:33;0;0;"Central Division responding to '07 - Minor Accident ' at Skillman St / Live Oak St | Beat 144 | https:// goo.gl/a0RZTz | 12:28";;;;"1067124082699776000";https://twitter.com/dpdcentral/status/1067124082699776000
dpdcentral;2018-11-26 12:33;0;0;"Central Division responding to '07 - Minor Accident ' at 6000 blk Belmont Ave | Beat 144 | https:// goo.gl/kGXHPN | 12:29";;;;"1067124079155527680";https://twitter.com/dpdcentral/status/1067124079155527680
dfrtraffic;2018-11-26 12:28;0;0;"Motor Vehicle Accident | MARBURG ST / COLONIAL AVE | https:// goo.gl/YHscVD | EN24 | 240041 | 12:28 | C";;;;"1067122827243905024";https://twitter.com/dfrtraffic/status/1067122827243905024
dfrtraffic;2018-11-26 12:28;0;0;"Motor Vehicle Accident | 7500 INWOOD RD | https:// goo.gl/pwYpL3 | EN27 | 420075 | 12:28 | C";;;;"1067122822202372096";https://twitter.com/dfrtraffic/status/1067122822202372096
TotalTrafficDFW;2018-11-26 12:27;1;0;"18 wheeler accident . right shoulder blocked in #Arlington on 20 EB at Bowen Rd, stop and go traffic back to Park Springs Blvd #DFWTraffic";;;#Arlington #DFWTraffic;"1067122752350535681";https://twitter.com/TotalTrafficDFW/status/1067122752350535681
TotalTrafficDFW;2018-11-26 12:20;0;0;"18 wheeler accident . left shoulder blocked in #Arlington on 20 EB at Bowen Rd, stop and go traffic back to Park Springs Blvd #DFWTraffic";;;#Arlington #DFWTraffic;"1067120851257053186";https://twitter.com/TotalTrafficDFW/status/1067120851257053186
TotalTrafficDFW;2018-11-26 12:19;0;0;"Accident . left shoulder blocked in #Arlington on 20 EB at Bowen Rd, stop and go traffic back to Park Springs Blvd, delay of 6 mins";;;#Arlington;"1067120702724104193";https://twitter.com/TotalTrafficDFW/status/1067120702724104193
TotalTrafficDFW;2018-11-26 12:12;0;0;"Accident cleared in #Rockwall on 30 WB between Rdg Rd and Horizon Rd, stop and go traffic back to FM-551, delay of 18 mins #DFWTraffic";;;#Rockwall #DFWTraffic;"1067119030161604609";https://twitter.com/TotalTrafficDFW/status/1067119030161604609
dfrtraffic;2018-11-26 12:08;0;0;"Motor Vehicle Accident | S ZANG BLVD / W PAGE AVE | https:// goo.gl/hj7ZAh | EN15 | 150006 | 12:08 | C";;;;"1067117793865195520";https://twitter.com/dfrtraffic/status/1067117793865195520
VehiclePerform1;2018-11-26 11:59;0;0;"It’s important that you have the proper emergency tools in your car in case of a flat tire, accident , breakdown, or other roadside emergency. This should include a spare tire, jack, scissors, owner’s manual, tool box, flares, fuses, sealant for small leaks in tires, empty gas...";;;;"1067115619982528513";https://twitter.com/VehiclePerform1/status/1067115619982528513
dfrtraffic;2018-11-26 11:58;0;0;"Motor Vehicle Accident | 13700 DALLAS PKWY | https:// goo.gl/QrAoub | EN20 | 200051 | 11:58 | C";;;;"1067115270693511168";https://twitter.com/dfrtraffic/status/1067115270693511168
dpdcentral;2018-11-26 11:50;0;0;"Central Division responding to '07 - Minor Accident ' at 2000 blk Mcmillan Ave | Beat 143 | https:// goo.gl/FkELwD | 11:45";;;;"1067113261781270528";https://twitter.com/dpdcentral/status/1067113261781270528
CrainLewisLaw;2018-11-26 11:45;0;0;"For over 20 years, Crain Lewis Brogdon, LLP has been helping people seek justice and compensation for their auto accident injuries - and we have the results to show for it. For your free case review, contact us at (214) 301-5007 or anytime via https://www. crainlewis.com/personal-injur y/vehicle-accidents/ …";;;;"1067112082125000704";https://twitter.com/CrainLewisLaw/status/1067112082125000704
dfrtraffic;2018-11-26 11:38;0;0;"Motor Vehicle Accident | L B J FWY EB / GREENVILLE AVE | https:// goo.gl/mniwC6 | EN22 | 280050 | 11:38 | C";;;;"1067110240590544896";https://twitter.com/dfrtraffic/status/1067110240590544896
dpdincidents;2018-11-26 11:29;0;0;"South Central Supervisor responding to '7X - Major Accident ' at 8600 blk S Hampton Rd | Beat 745 | https:// goo.gl/urYjOi | 11:22";;;;"1067107975871877121";https://twitter.com/dpdincidents/status/1067107975871877121
dfrtraffic;2018-11-26 11:28;0;0;"Motor Vehicle Accident | 8600 S HAMPTON RD | https:// goo.gl/RxSH4j | EN49 | 400336 | 11:28 | C";;;;"1067107721231486979";https://twitter.com/dfrtraffic/status/1067107721231486979
TotalTrafficDFW;2018-11-26 11:21;1;0;"Accident in #Rockwall on 30 WB at Rdg Rd #DFWTraffic http:// bit.ly/14TuwzZ";;;#Rockwall #DFWTraffic;"1067105959984676864";https://twitter.com/TotalTrafficDFW/status/1067105959984676864
dpdcentral;2018-11-26 11:14;0;1;"Central Division responding to '7CE - City Equipment Accident ' at N Hall St / Main St | Beat 153 | https:// goo.gl/lb83f5 | 11:08";;;;"1067104199878500352";https://twitter.com/dpdcentral/status/1067104199878500352
dpdcentral;2018-11-26 11:08;0;0;"Central Division responding to '07 - Minor Accident ' at 3500 blk Edgewater St | Beat 125 | https:// goo.gl/4ck3NC | 11:04";;;;"1067102688943304705";https://twitter.com/dpdcentral/status/1067102688943304705
dfrtraffic;2018-11-26 11:08;0;0;"Motor Vehicle Accident | N Buckner Blvd / E R L Thornton Fwy Wb | https:// goo.gl/FsF9en | EN53 | 530073 | 11:08 | C";;;;"1067102687219527680";https://twitter.com/dfrtraffic/status/1067102687219527680
Raptorias;2018-11-26 10:47;0;0;"Did you actually read it? Give rosie the benefit of the doubt & she did it on accident but yet say Dinesh did it absolutely on purpose nefariously. Nobody, including Dinesh himself, is saying he didnt break the law. The point is that nobody has ever been thrown in prison for it.";;;;"1067097556407201794";https://twitter.com/Raptorias/status/1067097556407201794
PetiteNicoco;2018-11-26 10:36;28;219;"If you believe at least 1 of the following - taxation is theft - street drug dealing is bad - traffic sucks - road construction is terrible - car accidents are a problem Then I think we can all agree that streets and roads are the common denominator and should be abolished.";;;;"1067094647758041088";https://twitter.com/PetiteNicoco/status/1067094647758041088
TotalTrafficDFW;2018-11-26 10:32;0;0;"Accident cleared on 35E NB at Wheatland Rd #DFWTraffic http:// bit.ly/14TuwzZ";;;#DFWTraffic;"1067093695898492928";https://twitter.com/TotalTrafficDFW/status/1067093695898492928
TotalTrafficDFW;2018-11-26 10:27;0;0;"Accident on 35E NB at Wheatland Rd #DFWTraffic http:// bit.ly/14TuwzZ";;;#DFWTraffic;"1067092615332536320";https://twitter.com/TotalTrafficDFW/status/1067092615332536320
TotalTrafficDFW;2018-11-26 10:10;1;0;"Accident cleared in #Dallas on 75 SB at SMU Blvd, stop and go traffic back to 635 Lbj Frwy, delay of 16 mins #DFWTraffic";;;#Dallas #DFWTraffic;"1067088136650596362";https://twitter.com/TotalTrafficDFW/status/1067088136650596362
TotalTrafficDFW;2018-11-26 10:05;0;0;"Accident cleared in #Forney on Hwy 80 WB at Clements Dr, stop and go traffic back to FM-740, delay of 5 mins #DFWTraffic";;;#Forney #DFWTraffic;"1067086911318183939";https://twitter.com/TotalTrafficDFW/status/1067086911318183939
MGGuajardo;2018-11-26 10:05;0;1;"Every day, our Dallas car accident lawyers see people in our city get behind the wheel of their car who assume that they will arrive at their destination without being involved in an accident . http:// ow.ly/nblI30mHGik http:// ow.ly/nblI30mHGik";;;;"1067086883920982016";https://twitter.com/MGGuajardo/status/1067086883920982016
TotalTrafficDFW;2018-11-26 10:04;1;0;"Accident cleared in #Dallas on Dallas N Tollway NB at Royal Ln, stop and go traffic back to Lovers Ln, delay of 8 mins #DFWTraffic";;;#Dallas #DFWTraffic;"1067086759966715912";https://twitter.com/TotalTrafficDFW/status/1067086759966715912
TotalTrafficDFW;2018-11-26 10:03;1;0;"Accident cleared in #Dallas on 635 LBJ Fwy WB at Skillman St, stop and go traffic back to Kingsley Rd, delay of 7 mins #DFWTraffic";;;#Dallas #DFWTraffic;"1067086484841353216";https://twitter.com/TotalTrafficDFW/status/1067086484841353216
